id,tc,pretty_formula
C1Si1-MP-mp-7140,6.4369674,
C1Si1-MP-mp-7631,1.8970773,
C1Si1-MP-mp-8062,6.505432,
C1Si1-MP-mp-9947,1.4647293,
C1Ta0.5W0.5-MP-mp-1217826,4.8542986,C1Ta0.5W0.5
C1Ta0.8W0.2-MP-mp-1218023,7.3044806,C1Ta0.8W0.2
C1Ta1-MP-mp-1009817,8.672139,
C1Ta1-MP-mp-1009832,2.688518,
C1Ta1-MP-mp-1009835,9.386335,
C1Ta1-MP-mp-1086,8.346486,C1Ta1
C1Ta2-MP-mp-7088,1.476758,C1Ta2
C1Tc1-MP-mp-1009837,3.2917483,
C1Tc1-MP-mp-1009848,3.5514386,C1Tc1
C1Th1-MP-mp-1164,0.20535173,C1Th1
C1Th1-MP-mp-998901,1.9528872,
C1Ti0.5W0.5-MP-mp-1216690,6.39363,C1Ti0.5W0.5
C1Ti0.8W0.2-MP-mp-1217128,3.926598,C1Ti0.8W0.2
C1Ti1-MP-mp-631,-0.08305466,C1Ti1
C1U1-MP-mp-2489,0.10157317,C1U1
C1V1-MP-mp-1282,-0.24787524,C1V1
C1V2-MP-mp-1008632,1.6405132,
C1V2-MP-mp-1094023,2.2359567,
C1V2-MP-mp-20648,-0.09971917,C1V2
C1W2-MP-mp-1008625,2.625825,
C1W2-MP-mp-2034,3.1828828,C1W2
C1W2-MP-mp-33065,3.812695,
C1W2-MP-mp-567397,2.9702387,
C1Y1-MP-mp-1207665,0.61622626,
C1Y1-MP-mp-998893,0.19100484,C1Y1
C1Y1-MP-mp-998894,0.78627014,
C1Y1-MP-mp-998896,2.088081,
C1Zr1-MP-mp-1009878,1.0810807,
C1Zr1-MP-mp-1009894,2.1731353,
C1Zr1-MP-mp-1014307,4.3225365,
C1Zr1-MP-mp-2795,-0.010005534,C1Zr1
C2Ce1-MP-mp-2839,1.0029511,
C2Ce1Ni1-MP-mp-19741,0.37417823,C2Ce1Ni1
C2Cl2Y2-MP-mp-1206889,1.9039979,C2Cl2Y2
C2Cr3-MP-mp-20937,-0.2805291,C2Cr3
C2Cr3-MP-mp-570112,0.58919156,
C2Dy1-MP-mp-541840,6.685355,
C2Er1-MP-mp-1579,1.3304578,
C2Gd1-MP-mp-12765,2.3710132,
C2Ho1-MP-mp-1423,4.378465,
C2I2Y2-MP-mp-23062,8.920382,C2I2Y2
C2Ir1U2-MP-mp-6940,0.5033976,C2Ir1U2
C2La1-MP-mp-2367,5.938626,C2La1
C2La1Ni1-MP-mp-1018048,3.3365822,C2La1Ni1
C2Lu1-MP-mp-8371,3.8967752,
C2Mo1Re1-MP-mp-1219523,3.3191664,C2Mo1Re1
C2Na1-MP-mp-1102647,4.49094,C2Na1
C2Na1-MP-mp-1210106,8.08079,
C2Nd1-MP-mp-2297,3.096602,
C2Ni1Y1-MP-mp-1066566,1.026444,C2Ni1Y1
C2Os1U2-MP-mp-1069004,0.29073822,C2Os1U2
C2Pr1-MP-mp-1995,3.268133,
C2Pt1U2-MP-mp-1068685,1.3412073,C2Pt1U2
C2Rh1U2-MP-mp-1069790,0.28596294,C2Rh1U2
C2Ru1U2-MP-mp-1069160,1.1221211,C2Ru1U2
C2Sm1-MP-mp-12764,2.5495768,
C2Tb1-MP-mp-2119,2.364789,
C2Tm1-MP-mp-269,0.910655,
C2Y1-MP-mp-313,4.155034,
C2Yb1-MP-mp-1100,6.0919914,C2Yb1
C3Cr7-MP-mp-1196316,0.094052255,C3Cr7
C3Cr7-MP-mp-19855,0.51031435,
C3La2-MP-mp-1184,9.755164,C3La2
C3Sc4-MP-mp-15661,0.08920236,C3Sc4
C3Y2-MP-mp-1695,14.115599,C3Y2
C4Fe1Lu2-MP-mp-1104515,0.18595038,C4Fe1Lu2
C4Fe1Tm2-MP-mp-7085,0.22358806,C4Fe1Tm2
C4Fe1Y2-MP-mp-1103537,3.45294,C4Fe1Y2
C60Ca5-MP-mp-1214610,7.451156,C60Ca5
C6Ca1-MP-mp-1206211,11.096786,C6Ca1
C6Sr1-MP-mp-1208630,3.2295313,C6Sr1
C6Yb1-MP-mp-1103975,6.3003445,C6Yb1
C8Cs1-MP-mp-28861,0.16081814,C8Cs1
C8K1-MP-mp-28930,-0.039804727,C8K1
C8Rb1-MP-mp-568643,0.2195944,C8Rb1
Ca0.5Cu2Ga1Sr2Y0.5O7-MP-mp-1173215,5.494664,
Ca0.5Cu2Ga1Sr2Y0.5O7-MP-mp-1218546,35.345657,Ca0.5Cu2Ga1Sr2Y0.5O7
Ca0.5Cu3Ho0.5Pb2Sr2O8-MP-mp-1218617,74.143974,Ca0.5Cu3Ho0.5Pb2Sr2O8
Ca0.5Ti1Y0.5O3-MP-mp-1227099,-0.30435807,Ca0.5Ti1Y0.5O3
Ca1.5Ru1Sr0.5O4-MP-mp-1218458,-0.4366943,Ca1.5Ru1Sr0.5O4
Ca1Cl1Cu1Sm1O3-MP-mp-620364,0.32259667,Ca1Cl1Cu1Sm1O3
Ca1Cu1O2-MP-mp-1147779,1.4359045,
Ca1Cu1O2-MP-mp-4826,17.392601,Ca1Cu1O2
Ca1Cu1O2-MP-mp-554775,73.74609,
Ca1Cu1O2-MP-mvc-2461,16.38275,
Ca1Cu1O2-MP-mvc-446,3.100977,
Ca1Cu1O2-MP-mvc-4867,3.2741385,
Ca1Cu2Pb0.5Sr2Tl0.5O7-MP-mp-1173221,78.08522,Ca1Cu2Pb0.5Sr2Tl0.5O7
Ca1Cu5-MP-mp-1882,0.5590424,Ca1Cu5
Ca1Ga1Ge1-MP-mp-541310,0.23259792,Ca1Ga1Ge1
Ca1Ga1Si1-MP-mp-1227042,0.8263945,Ca1Ga1Si1
Ca1Ga2-MP-mp-11284,0.2320395,Ca1Ga2
Ca1Ga2-MP-mp-1172894,0.6264133,
Ca1Ga2-MP-mp-992,0.2137098,
Ca1Ge3-MP-mp-1205360,3.0616057,Ca1Ge3
Ca1Hg1-MP-mp-11286,1.6276703,Ca1Hg1
Ca1Hg3-MP-mp-1091387,1.7528185,
Ca1Hg3-MP-mp-863648,1.8105936,Ca1Hg3
Ca1Ir1Si3-MP-mp-1068653,3.0154138,Ca1Ir1Si3
Ca1Ir2-MP-mp-570436,4.93063,Ca1Ir2
Ca1Li2-MP-mp-11644,12.13908,Ca1Li2
Ca1Li2-MP-mp-570466,8.114191,
Ca1Mg2-MP-mp-1038946,3.4573169,
Ca1Mg2-MP-mp-1038991,2.915366,
Ca1Mg2-MP-mp-1038993,4.4446497,
Ca1Mg2-MP-mp-1039108,4.924162,
Ca1Mg2-MP-mp-1039199,4.215677,
Ca1Mg2-MP-mp-1039233,4.301572,
Ca1Mg2-MP-mp-1039330,2.4952726,
Ca1Mg2-MP-mp-1039382,4.143468,
Ca1Mg2-MP-mp-1039393,6.020323,
Ca1Mg2-MP-mp-1039528,6.2916303,
Ca1Mg2-MP-mp-1039529,2.2989047,
Ca1Mg2-MP-mp-1039570,4.7911825,
Ca1Mg2-MP-mp-1095016,2.4831457,
Ca1Mg2-MP-mp-1183430,2.3240132,
Ca1Mg2-MP-mp-2432,4.578059,Ca1Mg2
Ca1P2Rh2-MP-mp-8580,0.3021639,Ca1P2Rh2
Ca1P2Ru2-MP-mp-5157,0.119350776,Ca1P2Ru2
Ca1Pb1-MP-mp-20034,6.7276535,Ca1Pb1
Ca1Pb3-MP-mp-20549,0.77538073,Ca1Pb3
Ca1Pd2-MP-mp-1063133,1.1681888,
Ca1Pd2-MP-mp-833,0.27729785,Ca1Pd2
Ca1Pt1Si3-MP-mp-1069604,2.1494393,Ca1Pt1Si3
Ca1Pt2-MP-mp-1103211,-0.9790816,
Ca1Pt2-MP-mp-842,0.2777823,Ca1Pt2
Ca1Rh2-MP-mp-571262,5.7187634,Ca1Rh2
Ca1Se1-MP-mp-1008223,1.8230399,
Ca1Se1-MP-mp-1415,0.09673141,Ca1Se1
Ca1Si1-MP-mp-1191474,0.767329,
Ca1Si1-MP-mp-1563,0.27000347,Ca1Si1
Ca1Si3-MP-mp-1205346,3.9052567,Ca1Si3
Ca1Ti1O3-MP-mp-1205364,-0.64197004,
Ca1Ti1O3-MP-mp-3442,-0.50927174,
Ca1Ti1O3-MP-mp-4019,-0.25102907,Ca1Ti1O3
Ca1Ti1O3-MP-mp-556003,-0.31133077,
Ca1Ti1O3-MP-mp-5827,0.10919654,
Ca1Ti1O3-MP-mp-754701,6.625893,
Ca1Tl3-MP-mp-526,1.9648505,Ca1Tl3
Ca1Zn5-MP-mp-1734,0.1914075,Ca1Zn5
Ca2Cl2Cu1O2-MP-mp-23143,-0.50522935,Ca2Cl2Cu1O2
Ca2Cu1O3-MP-mp-546226,8.697687,
Ca2Cu1O3-MP-mp-5869,-0.6514144,Ca2Cu1O3
Ca2Cu3Ga1Sr2O9-MP-mp-1209020,68.80954,Ca2Cu3Ga1Sr2O9
Ca2In1N1-MP-mp-510086,0.86607563,Ca2In1N1
Ca2K1Nb3O10-MP-mp-1223594,1.5866023,
Ca2K1Nb3O10-MP-mp-557195,0.47056055,Ca2K1Nb3O10
Ca2Pt3Si5-MP-mp-1214093,1.2550063,Ca2Pt3Si5
Ca2Ru2O7-MP-mp-554638,-0.48849338,Ca2Ru2O7
Ca2Si1-MP-mp-1009733,0.3558372,
Ca2Si1-MP-mp-2517,0.17787936,Ca2Si1
Ca3Co4Sn13-MP-mp-1200470,1.5966598,Ca3Co4Sn13
Ca3Ge13Ir4-MP-mp-1202780,1.7329686,Ca3Ge13Ir4
Ca3Ge13Rh4-MP-mp-1201179,2.091429,Ca3Ge13Rh4
Ca3Ge4Ir4-MP-mp-1095240,1.6021926,Ca3Ge4Ir4
Ca3Ir4Sn13-MP-mp-1200211,5.9773264,Ca3Ir4Sn13
Ca3Rh4Sn13-MP-mp-4363,6.273674,Ca3Rh4Sn13
Ca4Cl4Cu3Sm2O8-MP-mp-1214003,-0.018178165,Ca4Cl4Cu3Sm2O8
Ca4Pb19Rh6-MP-mp-1214426,3.3062396,Ca4Pb19Rh6
Cd0.5Mg0.5-MP-mp-1038767,0.623672,
Cd0.5Mg0.5-MP-mp-1038814,0.41996628,
Cd0.5Mg0.5-MP-mp-1038829,0.24218574,
Cd0.5Mg0.5-MP-mp-1038972,1.1959714,
Cd0.5Mg0.5-MP-mp-1038975,0.9207275,
Cd0.5Mg0.5-MP-mp-1039025,3.0068011,
Cd0.5Mg0.5-MP-mp-1039121,2.6340337,
Cd0.5Mg0.5-MP-mp-1039124,0.15820944,
Cd0.5Mg0.5-MP-mp-1039136,0.9333497,
Cd0.5Mg0.5-MP-mp-1039157,1.7371519,
Cd0.5Mg0.5-MP-mp-1039164,0.6887912,
Cd0.5Mg0.5-MP-mp-1039222,0.7799739,
Cd0.5Mg0.5-MP-mp-1039246,1.0544477,
Cd0.5Mg0.5-MP-mp-1039443,0.8950076,
Cd0.5Mg0.5-MP-mp-1039463,0.99905384,
Cd0.5Mg0.5-MP-mp-1039471,0.6263356,
Cd0.5Mg0.5-MP-mp-11307,0.22818978,
Cd0.5Mg0.5-MP-mp-978274,0.36254835,Cd0.5Mg0.5
Cd0.75Mg0.25-MP-mp-1038869,0.64155394,
Cd0.75Mg0.25-MP-mp-1039249,0.45097238,
Cd0.75Mg0.25-MP-mp-1094771,-0.39506763,
Cd0.75Mg0.25-MP-mp-1094839,-0.091598004,
Cd0.75Mg0.25-MP-mp-1094851,0.36959606,
Cd0.75Mg0.25-MP-mp-1094937,0.4266737,
Cd0.75Mg0.25-MP-mp-30491,0.5524123,Cd0.75Mg0.25
Cd1-MP-mp-1183591,0.77281666,
Cd1-MP-mp-94,0.43687472,Cd1
Cd11La1-MP-mp-1201591,0.108496696,Cd11La1
Cd1Mo6S8-MP-mp-1104677,2.0882323,Cd1Mo6S8
Cd1Mo6Se8-MP-mp-1103966,4.4246693,Cd1Mo6Se8
Cd1O1-MP-mp-1132,0.002343565,Cd1O1
Cd1O1-MP-mp-13119,0.97368073,
Cd1Sn1-MP-mp-1183726,3.3919966,Cd1Sn1
Cd1V3-MP-mp-11312,0.40769416,
Cd1V3-MP-mp-568564,0.06303401,Cd1V3
Cd1V3-MP-mp-983607,1.0501345,
Cd2Os2O7-MP-mp-5950,0.17176229,Cd2Os2O7
Cd2Re2O7-MP-mp-16783,0.4833799,Cd2Re2O7
Ce0.5Cu2Nb1Nd1.5Sr2O10-MP-mp-1218607,21.846462,Ce0.5Cu2Nb1Nd1.5Sr2O10
Ce0.5Cu2Ru1Sr2Y1.5O10-MP-mp-1218787,-0.69715095,Ce0.5Cu2Ru1Sr2Y1.5O10
Ce0.5La0.5Ru2-MP-mp-1222913,0.51927954,Ce0.5La0.5Ru2
Ce1-MP-mp-20372,0.7841276,
Ce1-MP-mp-20736,1.2054448,
Ce1-MP-mp-567332,1.1517401,Ce1
Ce1-MP-mp-64,1.2201469,
Ce1Co1Ge3-MP-mp-21116,0.85359746,Ce1Co1Ge3
Ce1Co1In5-MP-mp-19961,1.5512943,Ce1Co1In5
Ce1Co2-MP-mp-1112,1.0617919,Ce1Co2
Ce1Cu1Sb2-MP-mp-672238,0.22509427,Ce1Cu1Sb2
Ce1Cu2Eu1Ru1Sr2O10-MP-mp-1218883,-0.27719605,Ce1Cu2Eu1Ru1Sr2O10
Ce1Cu2Ge2-MP-mp-20173,1.384692,Ce1Cu2Ge2
Ce1Cu2Si2-MP-mp-5452,1.0914296,Ce1Cu2Si2
Ce1Cu6-MP-mp-21708,-0.77281886,
Ce1Cu6-MP-mp-581942,-0.797404,Ce1Cu6
Ce1Ga6-MP-mp-711,0.46304932,Ce1Ga6
Ce1Ge12Pt4-MP-mp-1190040,0.13107964,Ce1Ge12Pt4
Ce1Ge1Pd2-MP-mp-1188948,0.17652237,Ce1Ge1Pd2
Ce1Ge2Ni2-MP-mp-3325,0.38454145,Ce1Ge2Ni2
Ce1Ge3Ir1-MP-mp-13122,1.2715899,Ce1Ge3Ir1
Ce1Ge3Ni1-MP-mp-1205748,0.5115693,Ce1Ge3Ni1
Ce1In3-MP-mp-20369,0.49834424,Ce1In3
Ce1In5Ir1-MP-mp-20975,1.0674388,Ce1In5Ir1
Ce1In5Rh1-MP-mp-20294,1.2484684,Ce1In5Rh1
Ce1In7Pt2-MP-mp-1078439,1.8045545,Ce1In7Pt2
Ce1In7Pt2-MP-mp-605867,1.280845,
Ce1Ir1Si3-MP-mp-1068906,1.2006769,Ce1Ir1Si3
Ce1Ir2-MP-mp-582,-0.20760311,Ce1Ir2
Ce1Ir3-MP-mp-1191930,-0.40648302,Ce1Ir3
Ce1Ir3-MP-mp-31100,-0.38238803,
Ce1Ir5-MP-mp-1077075,-0.10604195,
Ce1Ir5-MP-mp-30507,0.13726345,Ce1Ir5
Ce1Mo6S8-MP-mp-38564,0.34903455,Ce1Mo6S8
Ce1Ni1Sb2-MP-mp-22539,0.7316678,Ce1Ni1Sb2
Ce1Ni2-MP-mp-1654,0.07172525,Ce1Ni2
Ce1Os2-MP-mp-1102302,0.029020399,Ce1Os2
Ce1Os2-MP-mp-2098,0.7350441,
Ce1P12Ru4-MP-mp-10069,0.24257192,Ce1P12Ru4
Ce1P2Pd2-MP-mp-1207218,0.3551231,Ce1P2Pd2
Ce1Pd1Sb2-MP-mp-1079881,0.23364002,Ce1Pd1Sb2
Ce1Pd1Sb2-MP-mp-1207315,1.5078121,
Ce1Pd2Si2-MP-mp-3826,0.74726886,Ce1Pd2Si2
Ce1Pt1Si1-MP-mp-1072580,0.1998818,Ce1Pt1Si1
Ce1Pt1Si2-MP-mp-3284,0.3572021,Ce1Pt1Si2
Ce1Pt2-MP-mp-2109,0.30593348,Ce1Pt2
Ce1Pt3-MP-mp-11318,0.3770588,Ce1Pt3
Ce1Pt3Si1-MP-mp-1207119,0.6299173,Ce1Pt3Si1
Ce1Pt5-MP-mp-542777,0.19876608,Ce1Pt5
Ce1Rh1Si3-MP-mp-1070394,1.0579805,Ce1Rh1Si3
Ce1Rh1Sn1-MP-mp-12374,0.13708137,Ce1Rh1Sn1
Ce1Rh2-MP-mp-951,0.21973905,Ce1Rh2
Ce1Rh2Si2-MP-mp-4090,0.63315004,Ce1Rh2Si2
Ce1Ru2-MP-mp-607,5.269573,Ce1Ru2
Ce1Ru3Si2-MP-mp-30043,1.1941574,Ce1Ru3Si2
Ce1Ru4Sb12-MP-mp-1189811,0.3647579,Ce1Ru4Sb12
Ce1S1-MP-mp-1006886,-0.6279403,
Ce1S1-MP-mp-1096,0.20915225,Ce1S1
Ce1S1-MP-mp-20560,0.19774514,
Ce1Si2-MP-mp-1898,1.0690746,Ce1Si2
Ce1Sn3-MP-mp-1911,-0.4772297,Ce1Sn3
Ce2Co1In8-MP-mp-19989,0.8170913,Ce2Co1In8
Ce2Ge5Ni3-MP-mp-1213960,0.278435,Ce2Ge5Ni3
Ce2In8Ir1-MP-mp-1207157,0.16643836,Ce2In8Ir1
Ce2In8Pd1-MP-mp-1102172,0.7943211,Ce2In8Pd1
Ce2In8Rh1-MP-mp-1206465,0.6373065,Ce2In8Rh1
Ce2Ir3Si5-MP-mp-1105703,0.15475096,Ce2Ir3Si5
Ce2Pd3Si5-MP-mp-1213852,0.007754684,Ce2Pd3Si5
Ce2Rh3Si5-MP-mp-1188214,0.16669506,Ce2Rh3Si5
Ce2S3-MP-mp-20973,-0.18412922,Ce2S3
Ce2S3-MP-mp-32629,-0.23958468,
Ce3Ge13Ru4-MP-mp-1204084,0.13670895,Ce3Ge13Ru4
Ce3Ge2Rh2-MP-mp-21597,-0.13509303,Ce3Ge2Rh2
Ce3Pd4Si4-MP-mp-1103548,0.012188107,Ce3Pd4Si4
Ce3Ru4Sn13-MP-mp-1198582,0.44987768,Ce3Ru4Sn13
Ce3S4-MP-mp-1382,0.18712385,
Ce4Sb3-MP-mp-20680,-0.21587497,
Cl1Cu2Pb2Ru1Sr2O8-MP-mp-1218869,-0.4741981,Cl1Cu2Pb2Ru1Sr2O8
Cl1Cu3Pb3Sr3O8-MP-mp-1218799,-0.19863898,Cl1Cu3Pb3Sr3O8
Cl1N1Ti1-MP-mp-27850,0.4499641,Cl1N1Ti1
Cl1N1Zr1-MP-mp-542791,11.833026,
Cl1N1Zr1-MP-mp-568592,12.322765,Cl1N1Zr1
Cl1N1Zr1-MP-mp-632657,8.395805,
Cl1N1Zr1-MP-mp-672350,7.6856384,
Co0.5Fe0.5Ti1-MP-mp-1096315,1.0313933,
Co0.5Fe0.5Ti1-MP-mp-1187429,3.0213757,Co0.5Fe0.5Ti1
Co0.5Fe0.5Zr2-MP-mp-1215368,2.9626086,Co0.5Fe0.5Zr2
Co0.5Ni0.5Ta2-MP-mp-1217989,0.9009044,Co0.5Ni0.5Ta2
Co0.5Ni0.5V3-MP-mp-1216439,0.101341665,Co0.5Ni0.5V3
Co0.5Ni0.5Zr2-MP-mp-1215379,2.986062,Co0.5Ni0.5Zr2
Co0.5Rh0.5V3-MP-mp-1216457,0.15583977,Co0.5Rh0.5V3
Co0.75Cu0.25Zr2-MP-mp-1215345,4.613037,Co0.75Cu0.25Zr2
Co1-MP-mp-1072089,1.2083049,
Co1-MP-mp-1183710,0.4233641,
Co1-MP-mp-1193227,-0.21838948,
Co1-MP-mp-1271679,0.5798779,
Co1-MP-mp-54,0.29868287,Co1
Co1-MP-mp-669382,-0.6992272,
Co1.5V0.5Zr1-MP-mp-1215478,0.20946525,Co1.5V0.5Zr1
Co1Ga5Np1-MP-mp-1025325,0.10743739,Co1Ga5Np1
Co1Ge1U1-MP-mp-20671,0.6747527,Co1Ge1U1
Co1Ge2-MP-mp-30045,0.036882058,Co1Ge2
Co1Ge3Nd1-MP-mp-14625,0.28859475,Co1Ge3Nd1
Co1Ge3Pr1-MP-mp-13125,0.21552166,Co1Ge3Pr1
Co1Hf2-MP-mp-1190841,0.61577153,Co1Hf2
Co1In5La1-MP-mp-21414,2.0135002,Co1In5La1
Co1La1O3-MP-mp-1181307,3.9755473,
Co1La1O3-MP-mp-1185232,-0.5711794,
Co1La1O3-MP-mp-1277476,-0.64462733,Co1La1O3
Co1La1O3-MP-mp-510611,0.36399758,
Co1La1O3-MP-mp-573180,-0.26846457,
Co1La2O4-MP-mp-27494,-0.657699,Co1La2O4
Co1La3-MP-mp-640095,3.5208154,Co1La3
Co1Lu3-MP-mp-1189116,0.3568097,Co1Lu3
Co1Na0.6O2-MP-mp-1301120,0.35227168,
Co1Na0.6O2-MP-mp-1310662,0.2372431,
Co1Na0.6O2-MP-mp-1315807,-0.05044724,
Co1Na0.6O2-MP-mp-867705,-0.10149285,Co1Na0.6O2
Co1Nb1V1-MP-mp-1220522,0.1274988,Co1Nb1V1
Co1Nb4Si1-MP-mp-10003,5.598303,Co1Nb4Si1
Co1O1-MP-mp-1244882,2.6074266,
Co1O1-MP-mp-1244939,2.947713,
Co1O1-MP-mp-1245089,2.7033691,
Co1O1-MP-mp-1245304,3.0464163,
Co1O1-MP-mp-19079,-0.018916547,Co1O1
Co1O1-MP-mp-19275,6.5603538,
Co1O2-MP-mp-1062643,3.8593268,
Co1O2-MP-mp-1063268,2.6913142,
Co1O2-MP-mp-1077196,4.0426836,
Co1O2-MP-mp-1181781,6.0558214,
Co1O2-MP-mp-1226115,5.26925,
Co1O2-MP-mp-1244867,4.067178,
Co1O2-MP-mp-1244948,2.4197836,
Co1O2-MP-mp-1245011,3.3095827,
Co1O2-MP-mp-1245099,2.3466945,
Co1O2-MP-mp-1245119,2.734024,
Co1O2-MP-mp-1297083,3.0929601,
Co1O2-MP-mp-556750,2.4421594,
Co1O2-MP-mp-754720,0.13775158,
Co1O2-MP-mp-755508,-0.20959485,
Co1O2-MP-mp-756488,-0.89123094,
Co1O2-MP-mvc-10954,4.040964,
Co1O2-MP-mvc-12170-synth_doped,0.11243594,
Co1O2-MP-mvc-13203-synth_doped,-0.06402159,
Co1O2-MP-mvc-14149,-1.0148593,Co1O2
Co1O2-MP-mvc-5816,-0.06252313,
Co1O2-MP-mvc-6396,-1.312956,
Co1O2-MP-mvc-6933,-0.2454595,
Co1P1-MP-mp-22270,-0.12422478,Co1P1
Co1P3-MP-mp-1944,0.11128698,Co1P3
Co1Sb1-MP-mp-2644,0.2551276,Co1Sb1
Co1Sc1-MP-mp-2212,0.2004645,Co1Sc1
Co1Sc2-MP-mp-30562,0.14891258,Co1Sc2
Co1Sc3-MP-mp-27162,0.11849749,Co1Sc3
Co1Si1-MP-mp-22746,-0.654287,
Co1Si1-MP-mp-7577,-0.053845763,Co1Si1
Co1Si1U1-MP-mp-1178888,0.09640445,Co1Si1U1
Co1Si1U1-MP-mp-20811,0.11573279,
Co1Si2-MP-mp-2379,1.1965761,Co1Si2
Co1Sn2-MP-mp-20155,0.07560833,Co1Sn2
Co1Ta2-MP-mp-1102370,1.9155599,
Co1Ta2-MP-mp-574,0.8077972,Co1Ta2
Co1Te1-MP-mp-788,-0.78208727,
Co1Ti1-MP-mp-823,0.7739375,Co1Ti1
Co1Ti2-MP-mp-1191331,3.20472,Co1Ti2
Co1Ti2-MP-mp-30566,5.639685,
Co1U1-MP-mp-1080107,0.6194776,Co1U1
Co1U6-MP-mp-582635,1.9571595,Co1U6
Co1V3-MP-mp-1585,0.079452895,Co1V3
Co1Y3-MP-mp-1105598,0.41831964,Co1Y3
Co1Y3-MP-mp-1189329,0.41159177,
Co1Zr1-MP-mp-2283,0.15829873,Co1Zr1
Co1Zr2-MP-mp-1191437,2.5775867,
Co1Zr2-MP-mp-628,4.7517133,Co1Zr2
Co1Zr3-MP-mp-1079065,2.6146562,
Co1Zr3-MP-mp-30619,3.5317378,Co1Zr3
Co20Zr80-MP-mp-1207434,0.23294662,Co20Zr80
Co2Cu1S4-MP-mp-3925,2.6440015,Co2Cu1S4
Co2Ge2Sr1-MP-mp-7361,0.26939538,Co2Ge2Sr1
Co2Lu1-MP-mp-2206,0.07822071,Co2Lu1
Co2P1-MP-mp-13446,-0.03496418,
Co2P1-MP-mp-22204,-0.14895801,Co2P1
Co2Zr1-MP-mp-929,0.25860897,Co2Zr1
Co3Th7-MP-mp-30565,1.9698124,Co3Th7
Co3Y4-MP-mp-1216292,1.7896311,
Co4Ge13Yb3-MP-mp-1203071,0.07579866,Co4Ge13Yb3
Co4Ge7U3-MP-mp-20462,0.09892464,Co4Ge7U3
Co4La3Sn13-MP-mp-672373,2.322855,Co4La3Sn13
Co4Sc5Si10-MP-mp-542493,4.669691,Co4Sc5Si10
Co4Sn13Yb3-MP-mp-1198658,2.1788676,Co4Sn13Yb3
Cr0.25Mo0.75-MP-mp-1226250,0.27543154,Cr0.25Mo0.75
Cr0.25V0.75-MP-mp-1187695,1.3445685,Cr0.25V0.75
Cr0.2Nb0.8-MP-mp-1210078,4.9614577,
Cr0.5Rh0.5-MP-mp-1226170,0.2606113,Cr0.5Rh0.5
Cr0.5Ru0.5-MP-mp-1226177,1.5779424,Cr0.5Ru0.5
Cr0.75Rh0.25-MP-mp-958,0.08558298,Cr0.75Rh0.25
Cr1-MP-mp-1059289,1.2062432,
Cr1-MP-mp-1192789,2.0104012,
Cr1-MP-mp-17,0.38884622,
Cr1-MP-mp-89,1.0323027,
Cr1-MP-mp-90,0.1316866,Cr1
Cr1Cu1O2-MP-mp-505562,56.154472,
Cr1Cu1O2-MP-mp-510625,144.11276,Cr1Cu1O2
Cr1Cu4Sr8Tl3O20-MP-mp-559339,22.07972,Cr1Cu4Sr8Tl3O20
Cr1Ga4-MP-mp-1070544,0.28778946,Cr1Ga4
Cr1Ge1-MP-mp-20861,1.0058256,Cr1Ge1
Cr1N1-MP-mp-1009485,3.6413603,
Cr1N1-MP-mp-1018157,6.991351,
Cr1N1-MP-mp-1183691,-0.10448459,Cr1N1
Cr1N1-MP-mp-2132,1.518547,
Cr1P1-MP-mp-21048,0.19825637,Cr1P1
Cr1Sb1-MP-mp-1641,0.48068675,Cr1Sb1
Cr1Sb2-MP-mp-22498,0.25491655,Cr1Sb2
Cr1Sb2-MP-mp-2666,1.7158273,
Cr1Si1-MP-mp-7576,0.21078503,Cr1Si1
Cr1Si2-MP-mp-11191,1.9101633,
Cr1Si2-MP-mp-1222,1.8193846,
Cr1Si2-MP-mp-8937,0.19141659,Cr1Si2
Cr2Ti1-MP-mp-1425,0.1541819,Cr2Ti1
Cr2Ti1-MP-mp-1589,2.3472157,
Cr2Ti1-MP-mp-568636,5.452935,
Cr2Zr1-MP-mp-1919,1.3090614,
Cr2Zr1-MP-mp-570608,5.463451,
Cr2Zr1-MP-mp-903,1.4086341,Cr2Zr1
Cr3Ga1-MP-mp-1231,0.033928424,Cr3Ga1
Cr3Ge1-MP-mp-20685,0.26224083,Cr3Ge1
Cr3Ir1-MP-mp-1609,0.38378453,Cr3Ir1
Cr3O1-MP-mp-20609,0.95613456,
Cr3O1-MP-mp-714896,-0.02725558,Cr3O1
Cr3P1-MP-mp-7806,0.19084737,Cr3P1
Cr3Pt1-MP-mp-1183705,0.65234435,
Cr3Pt1-MP-mp-446,0.16859357,Cr3Pt1
Cr3Ru1-MP-mp-1226223,1.0540792,
Cr3Ru1-MP-mp-1272,2.9025633,Cr3Ru1
Cr3Si1-MP-mp-729,0.17482379,Cr3Si1
Cs1-MP-mp-1007976,1.3563694,
Cs1-MP-mp-1012110,1.5485923,
Cs1-MP-mp-1182809,0.5696482,
Cs1-MP-mp-11832,0.5775551,
Cs1-MP-mp-1183897,5.5962424,
Cs1-MP-mp-1184151,7.075381,
Cs1-MP-mp-3,0.69036853,
Cs1-MP-mp-573579,2.7441945,
Cs1-MP-mp-639727,0.69160926,
Cs1-MP-mp-672241,2.9980402,
Cs1-MP-mp-949029,2.9764993,
Cs1I1-MP-mp-1056920,3.101152,
Cs1I1-MP-mp-1078801,2.6641912,
Cs1I1-MP-mp-1079694,2.193614,
