id,tc,pretty_formula
mp-773044,19.28004,LiCuO2
mp-775154,18.171766,LiMnF4
mp-775185,19.152397,LiVSiO4
mp-776813,20.241556,LiMnF4
mp-777528,15.173096,Li3VF6
mp-777681,17.000034,Li3VF6
mp-777744,15.356728,Ba2YF7
mp-777780,16.321268,Li3MnF6
mp-778079,15.945561,BaYF5
mp-778102,15.301271,BaYF5
mp-779343,23.623623,LiMnF4
mp-780202,15.857988,Li2FeO2F
mp-780913,25.17462,Na2VO3
mp-781625,30.236183,BaOsO3
mp-7824,24.833462,K2ReF6
mp-7825,15.273342,K2GeF6
mp-7886,15.002757,Cs2RbYF6
mp-7895,28.290287,Rb2O2
mp-7903,17.348585,Cs2ZrF6
mp-795621,15.719597,Ca2CrO8
mp-796,17.18946,Nb3Al
mp-7979,17.689476,K2PdF6
mp-8001,17.186127,LiAlO2
mp-8013,15.855635,KRuF6
mp-8015,17.463795,CsRuF6
mp-8018,25.945618,K2RhF6
mp-8039,17.96091,AlF3
mp-8081,15.166903,Na2SnF6
mp-8187,16.203629,K2ZnO2
mp-8192,16.288033,Rb2PtF6
mp-8217,15.225311,Cs2GeF6
mp-8335,25.766262,Ba2ZrO4
mp-8388,19.33994,K2CuF4
mp-8397,16.17036,CsSrF3
mp-8398,17.715736,CsYbF3
mp-8401,18.02715,CsMgF3
mp-8402,19.44109,RbMgF3
mp-8414,15.834057,K2HfF6
mp-8429,37.53454,K4IrO4
mp-8453,19.874609,RbNaO
mp-8454,19.595032,KF
mp-849459,20.714508,Li2FeO2F
mp-850274,26.294838,H2
mp-8511,18.232752,PF5
mp-861531,22.621494,Li2VH2OF5
mp-862682,21.316418,Ba2Ga2O5
mp-8644,17.096382,BaF2
mp-864606,25.416,AcCuO3
mp-864801,27.818764,YbO2
mp-865934,17.592054,YbF2
mp-867680,17.783195,NaTlO
mp-867934,41.113422,
mp-867981,18.541475,Mg3(PO6)2
mp-8682,16.614359,Ca2SiO4
mp-8836,15.6500225,CaAlF5
mp-8858,24.448456,RbCuF3
mp-8861,16.787895,Rb2MgF4
mp-887324,24.285831,NaCu3O4
mp-9115,15.663896,Ba2SrIrO6
mp-9143,19.889427,LiPF6
mp-9144,16.023058,LiAsF6
mp-9158,24.355946,LiCuO2
mp-9262,15.628929,Cs2PtF6
mp-9297,31.712332,Ba(AuO2)2
mp-9348,15.369387,KRb2ScF6
mp-9349,16.129423,KRb2ScF6
mp-9371,16.415623,ErF3
mp-9486,15.9327965,K2AlF5
mp-9583,16.734049,K2ZnF4
mp-9726,15.629549,SrBeF4
mp-973396,17.873388,KBeO3
mp-973447,16.4382,KBaO3
mp-973471,17.422615,KReO3
mp-973783,17.604671,H2
mp-973968,15.598608,KNaO3
mp-974061,18.505133,KSiO3
mp-9746,27.083687,Ba3NaIrO6
mp-974734,15.372785,KInO3
mp-975274,20.137781,RbNaO3
mp-975364,31.77355,RbCuO3
mp-975382,16.168198,RbCaO3
mp-975443,19.283707,InCuO3
mp-977360,20.097141,AcF3
mp-978275,22.494637,MgB7
mp-978595,15.376655,Si(H3C)2
mp-980056,15.679067,Rb2Yb2O5
mp-981,19.0884,SrF2
mp-982885,20.321991,KCaO3
mp-983357,17.090496,
mp-9839,19.32042,K2LiAlF6
mp-984756,19.862,CsMgO3
mp-984876,18.550081,Ba2Pd2O5
mp-985278,17.542824,AcF3
mp-989526,16.044296,Cs2KTlF6
mp-989527,16.749191,Cs2NaNF6
mp-989531,16.778416,Cs2KGaF6
mp-989536,17.862732,Cs2LiNF6
mp-989558,15.124632,Cs2TlGaF6
mp-989559,17.783028,Cs2NaLiF6
mp-989562,15.819514,Cs2LiTlF6
mp-989568,18.617277,Cs2NaMgF6
mp-989572,17.607933,Cs2NaCaF6
mp-989574,16.944622,Cs2NaSrF6
mp-989578,15.366929,Rb2NaInF6
mp-989605,15.791724,Cs2RbInF6
mp-989618,15.820665,Cs2RbGaF6
mp-989639,16.752178,Cs2KInF6
mp-996956,19.593506,CuHO2
mp-996958,16.239738,
mp-996966,25.598436,KAgO2
mp-996973,19.750305,CuHgO2
mp-996978,17.89719,CuAuO2
mp-996979,21.87532,BaAgO2
mp-996987,15.862036,LiCuO2
mp-996990,34.22221,BaAgO2
mp-996994,26.447094,FeAuO2
mp-996996,47.404358,CrAuO2
mp-997009,28.546665,BaAuO2
mp-997020,18.116962,CuClO2
mp-997023,18.314604,CuBrO2
mp-997027,19.44754,AuO2F
mp-997034,52.70756,BaCuO2
mp-997035,19.58273,CuO2F
mp-997044,22.06158,CuO2F
mp-997092,17.713135,AuClO2
mp-997107,15.180609,CuO2F
mp-997167,17.20388,NiAuO2
mp-997180,43.029217,VCuO2
mp-997181,49.546715,VCuO2
mp-998309,15.883478,
mp-998609,16.371035,CsNaF3
mp-998913,31.229616,KO3
mp-998916,36.295933,KO2
mvc-10392,16.809212,
mvc-10499,16.688034,
mvc-10555,53.17733,
mvc-10565,64.53817,
mvc-10576,21.476248,
mvc-10589,15.580357,
mvc-10593,15.539932,
mvc-10620,39.43049,
mvc-10621,15.25069,
mvc-10628,20.713877,
mvc-10631,15.468441,
mvc-10632,20.314928,
mvc-10727,51.37712,
mvc-10741,42.92045,
mvc-10756,53.391037,
mvc-1099,21.686527,
mvc-1109,26.749271,
mvc-1121,28.245752,
mvc-11334,36.556404,
mvc-1150,30.690956,
mvc-11797,43.29468,
mvc-11834,58.367867,
mvc-11852,47.542553,
mvc-11885,75.95366,
mvc-1192,26.553307,
mvc-11930,34.81604,
mvc-122,92.93064,
mvc-12566,24.183239,
mvc-126,93.42312,
mvc-12772,25.13911,
mvc-128,67.407845,
mvc-129,17.383476,
mvc-1294,16.42981,
mvc-13032,30.543022,
mvc-1304,29.706303,
mvc-13047,88.57191,
mvc-13112,17.103062,
mvc-13130,33.696766,
mvc-13160,45.994434,
mvc-132,58.882637,
mvc-13241,17.278126,
mvc-13310,42.629375,
mvc-13311,29.943184,
mvc-13314,59.13929,
mvc-13315,23.419888,
mvc-1334,20.549738,
mvc-1354,30.883484,
mvc-1355,42.850555,
mvc-1363,37.44462,
mvc-1364,48.832,
mvc-1378,42.520035,
mvc-138,69.53902,
mvc-139,52.5181,
mvc-1391,55.636944,
mvc-141,45.19529,
mvc-14156,17.51895,
mvc-1422,32.753387,
mvc-144,42.330658,
mvc-14467,41.973713,
mvc-145,67.93295,
mvc-146,35.081806,
mvc-148,32.304165,
mvc-14837,24.01378,
mvc-149,70.95521,
mvc-150,42.6659,
mvc-15035,37.781048,
mvc-15173,31.786509,
mvc-15237,46.9266,
mvc-16255,24.090775,
mvc-16281,21.9807,
mvc-1655,16.885708,
mvc-1665,15.480019,
mvc-1700,16.92967,
mvc-2225,17.385275,
mvc-2242,16.24587,
mvc-2247,21.93909,
mvc-2272,18.781815,
mvc-2279,18.795567,
mvc-2321,15.321001,
mvc-248,39.09518,
mvc-2528,33.56427,
mvc-2537,18.312231,
mvc-2541,23.994976,
mvc-2577,30.562347,
mvc-2597,41.52417,
mvc-2616,66.199295,
mvc-2622,55.40547,
mvc-2640,29.402964,
mvc-2678,17.389414,
mvc-2682,56.46592,
mvc-2762,16.901497,
mvc-2768,23.534447,
mvc-2769,27.369019,
mvc-28,49.403923,
mvc-2820,54.49114,
mvc-2821,20.011349,
mvc-29,40.86927,
mvc-2923,55.20112,
mvc-293,53.025604,
mvc-2939,22.7486,
mvc-2967,51.98564,
mvc-2969,28.080078,
mvc-2970,15.998334,
mvc-2976,58.908325,
mvc-2978,51.78902,
mvc-2980,21.365076,
mvc-2985,16.401882,
mvc-2990,56.28107,
mvc-2992,25.837095,
mvc-2993,21.247118,
mvc-2994,26.838661,
mvc-3002,28.354807,
mvc-3021,77.704666,
mvc-3022,71.941925,
mvc-3027,63.13002,
mvc-3030,66.59525,
mvc-3036,42.603382,
mvc-3041,40.36499,
mvc-3042,57.091946,
mvc-3046,66.86781,
mvc-3048,52.029083,
mvc-3053,33.263885,
mvc-3060,46.916847,
mvc-3064,45.632862,
mvc-3066,28.709278,
mvc-3067,93.80835,
mvc-3068,49.185665,
mvc-3069,73.28458,
mvc-3071,56.803497,
mvc-3096,41.585712,
mvc-3104,33.399216,
mvc-3126,33.37902,
mvc-3143,61.759827,
mvc-3144,30.029377,
mvc-3164,40.647118,
mvc-3169,61.327904,
mvc-353,41.981514,
mvc-370,54.34983,
mvc-3715,30.9259,
mvc-3733,17.359447,
mvc-3786,82.8689,
mvc-3799,17.372093,
mvc-3978,33.992477,
mvc-3982,21.097263,
mvc-3985,17.539692,
mvc-3992,65.0532,
mvc-438,28.87238,
mvc-4397,16.200176,
mvc-5179,21.59005,
mvc-5240,31.764025,
mvc-529,28.064562,
mvc-5452,22.40568,
mvc-5634,15.7685,
mvc-5669,18.635956,
mvc-5855,18.765118,
mvc-6127,25.055986,
mvc-6185,16.39493,
mvc-6196,38.41761,
mvc-6221,20.484194,
mvc-6231,34.670067,
mvc-6281,27.58848,
mvc-63,30.795845,
mvc-6329,56.80388,
mvc-6400,21.238806,
mvc-6422,18.90933,
mvc-7191,28.680784,
mvc-7194,27.175121,
mvc-7198,66.51557,
mvc-7206,27.946396,
mvc-7216,31.520802,
mvc-7244,16.382011,
mvc-7253,31.225826,
mvc-7666,28.25849,
mvc-7677,58.16017,
mvc-7682,17.029337,
mvc-7688,22.951797,
mvc-7692,17.254265,
mvc-7698,28.509392,
mvc-9024,19.554173,
Ag0.55Hg0.45-MP-mp-770433,0.349038,Ag0.55Hg0.45
Ag0.5Ba1Si1.5-MP-mp-9867,1.6685702,Ag0.5Ba1Si1.5
Ag0.5Pd0.5Th2-MP-mp-1217282,1.3447573,Ag0.5Pd0.5Th2
Ag0.5Sn0.5Te1-MP-mp-1229006,0.26903552,Ag0.5Sn0.5Te1
Ag1B2-MP-mp-12062,6.508626,Ag1B2
Ag1Be2-MP-mp-603,0.27753899,Ag1Be2
Ag1Ce1Sb2-MP-mp-510280,0.22355698,Ag1Ce1Sb2
Ag1In2-MP-mp-19974,2.2251172,Ag1In2
Ag1In2-MP-mp-760385,0.91705734,
Ag1La1-MP-mp-1948,0.21136399,Ag1La1
Ag1La1Sb2-MP-mp-20271,0.42705733,Ag1La1Sb2
Ag1Mg1-MP-mp-2696,0.1827954,Ag1Mg1
Ag1Mo6S8-MP-mp-35109,3.8806493,Ag1Mo6S8
Ag1Se2Sn1-MP-mp-1229011,4.1995773,Ag1Se2Sn1
Ag1Te1-MP-mp-568761,2.3515534,Ag1Te1
Ag1Te3-MP-mp-1229041,0.57685727,
Ag1Te3-MP-mp-28246,0.30070728,Ag1Te3
Ag1Th2-MP-mp-2233,2.2188277,Ag1Th2
Ag1Y1-MP-mp-2474,0.15854755,Ag1Y1
Ag1Zn1-MP-mp-1187974,0.65208143,
Ag1Zn1-MP-mp-1215437,0.5405222,
Ag1Zn1-MP-mp-1215724,0.01954402,
Ag1Zn1-MP-mp-1912,0.1551122,Ag1Zn1
Ag1Zn3-MP-mp-1187969,0.15358877,Ag1Zn3
Ag1Zn3-MP-mp-1215497,0.69877666,
Ag2F1-MP-mp-1391,0.25986087,Ag2F1
Ag2O1-MP-mp-353,-0.3390435,Ag2O1
Ag2O1-MP-mp-38238-synth_doped,2.0224266,
Ag2O1-MP-mp-754338,0.13557243,
Ag2O1-MP-mp-7711,5.823342,
Ag2S1-MP-mp-1095694,-0.1606164,
Ag2S1-MP-mp-1102900,0.49653158,
Ag2S1-MP-mp-1229090,0.029922828,
Ag2S1-MP-mp-31053,0.34329715,Ag2S1
Ag2S1-MP-mp-32669,1.4704609,
Ag2S1-MP-mp-32791,-0.7047362,
Ag2S1-MP-mp-32868,-0.09926495,
Ag2S1-MP-mp-36216,1.7248822,
Ag2S1-MP-mp-38511,-0.2995077,
Ag2S1-MP-mp-556225,1.5335588,
Ag2S1-MP-mp-560025,0.7174121,
Ag2S1-MP-mp-610517,-0.20851424,
Ag2Se1-MP-mp-1183005,1.1062187,
Ag2Se1-MP-mp-1229100,0.48075843,
Ag2Se1-MP-mp-1247874,1.1745737,
Ag2Se1-MP-mp-32758,0.47188845,
Ag2Se1-MP-mp-568889,0.24689716,
Ag2Se1-MP-mp-568936,0.33440775,Ag2Se1
Ag2Se1-MP-mp-568971,0.19793731,
Ag2Se1-MP-mp-754954,-0.020263553,
Ag2Te1-MP-mp-1229101,0.41422576,
Ag2Te1-MP-mp-1247858,0.84008133,
Ag2Te1-MP-mp-1592,0.23257211,Ag2Te1
Ag2Te1-MP-mp-32811,0.26236522,
Ag2Te1-MP-mp-684798,-0.3353452,
Ag2Te1-MP-mp-685048,1.3209995,
Ag3In1-MP-mp-1223787,0.71131766,
Ag3In1-MP-mp-1223839,0.55377644,
Ag3In1-MP-mp-30343,0.19685577,Ag3In1
Ag3Sb1-MP-mp-1229105,0.26483262,
Ag3Sb1-MP-mp-16240,0.17141595,Ag3Sb1
Ag3Sb1-MP-mp-2273,0.18774346,
Ag3Sn1-MP-mp-1229107,-0.46689683,
Ag3Sn1-MP-mp-611,0.24639636,Ag3Sn1
Ag5Ba1-MP-mp-1814,0.33289889,Ag5Ba1
Ag5Cd8-MP-mp-567857,-0.06617266,Ag5Cd8
Ag5Pb2O6-MP-mp-22286,0.21385238,Ag5Pb2O6
Ag5Pb2O6-MP-mp-555565,-0.076201156,
Ag5Sr1-MP-mp-2410,0.1545146,Ag5Sr1
Ag5Zn8-MP-mp-30361,-0.23463489,Ag5Zn8
Ag7N1O11-MP-mp-34787,1.8555384,
Ag7N1O11-MP-mp-37695,0.93374544,Ag7N1O11
Al0.25V0.75-MP-mp-1228813,1.6108285,
Al0.25V0.75-MP-mp-1387,9.669155,Al0.25V0.75
Al0.2B2Mg0.8-MP-mp-1222150,26.075745,Al0.2B2Mg0.8
Al0.2La0.8-MP-mp-1211397,4.0251017,
Al0.5B2Mg0.5-MP-mp-1207086,12.03825,Al0.5B2Mg0.5
Al0.5Ga0.5Nb3-MP-mp-1220348,17.42326,Al0.5Ga0.5Nb3
Al0.5Ga0.5V3-MP-mp-1228807,11.859758,Al0.5Ga0.5V3
Al0.5Ge0.5Th2-MP-mp-1217290,0.4649533,Al0.5Ge0.5Th2
Al0.5Nb3Sn0.5-MP-mp-1220362,15.18709,Al0.5Nb3Sn0.5
Al0.6Mg0.4-MP-mp-1210739,1.5217094,
Al0.75Ge0.25Nb3-MP-mp-1220748,10.824214,
Al1-MP-mp-1183144,1.328709,Al1
Al1-MP-mp-1239196,1.0380812,
Al1-MP-mp-1244953,-0.25575787,
Al1-MP-mp-1245067,-0.2246443,
Al1-MP-mp-1245129,-0.075663984,
Al1-MP-mp-1245152,-0.049080014,
Al1-MP-mp-1245307,-0.15549734,
Al11La3-MP-mp-16505,0.07810503,Al11La3
Al12Mo1-MP-mp-550,-0.058613285,Al12Mo1
Al12Re1-MP-mp-1648,-0.13411745,Al12Re1
Al13Os4-MP-mp-567929,5.1359625,Al13Os4
Al13Ru4-MP-mp-17880,0.15156561,Al13Ru4
Al1Au2Sc1-MP-mp-10873,3.8694062,Al1Au2Sc1
Al1Au4-MP-mp-1228956,0.6772808,
Al1Au4-MP-mp-1490,0.30115706,Al1Au4
Al1B2-MP-mp-944,3.16045,Al1B2
Al1B4Yb1-MP-mp-1077729,1.5187488,
Al1B4Yb1-MP-mp-1095659,-0.018158674,
Al1B4Yb1-MP-mp-1191244,0.09143832,Al1B4Yb1
Al1Ba1Ge1-MP-mp-13272,6.306867,Al1Ba1Ge1
Al1Ba1Si1-MP-mp-13149,0.14689322,Al1Ba1Si1
Al1Ba1Sn1-MP-mp-1227950,3.2727878,Al1Ba1Sn1
Al1C1Cr2-MP-mp-9956,0.23022205,Al1C1Cr2
Al1C1La3-MP-mp-10600,0.21137705,Al1C1La3
Al1C1Ni3-MP-mp-1207084,0.21887597,Al1C1Ni3
Al1C1Ti3-MP-mp-3271,0.2268602,Al1C1Ti3
Al1C1V2-MP-mp-1025497,1.8327384,Al1C1V2
Al1C1Y3-MP-mp-4448,0.134703,Al1C1Y3
Al1Ca1Si1-MP-mp-3173,0.17713788,
Al1Ca1Si1-MP-mp-567191,-0.84292555,
Al1Ca1Si1-MP-mp-570150,-0.4882153,Al1Ca1Si1
Al1Ce1Rh1-MP-mp-3344,0.052236497,Al1Ce1Rh1
Al1Cu1-MP-mp-1022721,-0.17462257,
Al1Cu1-MP-mp-2500,0.73045206,Al1Cu1
Al1Cu1Zr1-MP-mp-1215318,1.4436102,Al1Cu1Zr1
Al1Cu2Zr1-MP-mp-1215314,0.52551603,
Al1Cu2Zr1-MP-mp-3736,0.1972695,Al1Cu2Zr1
Al1Gd1Rh1-MP-mp-1212705,0.23727296,Al1Gd1Rh1
Al1Ge1Na1-MP-mp-7400,0.055964246,Al1Ge1Na1
Al1Ge1Sr1-MP-mp-13311,5.9390864,Al1Ge1Sr1
Al1Ge3Y2-MP-mp-28997,4.223466,Al1Ge3Y2
Al1Hf1Ni2-MP-mp-5748,0.49958134,Al1Hf1Ni2
Al1Hf1Pd2-MP-mp-16501,2.1826618,Al1Hf1Pd2
Al1La1-MP-mp-12684,0.014862299,Al1La1
Al1La1Rh1-MP-mp-1211543,2.2421932,Al1La1Rh1
Al1La3-MP-mp-1084828,4.203798,Al1La3
Al1La3-MP-mp-10889,1.9353176,
Al1Lu3-MP-mp-1185427,0.47446924,
Al1Lu3-MP-mp-973266,0.11428739,Al1Lu3
Al1Mg1Si1-MP-mp-4499,5.639613,Al1Mg1Si1
Al1Mg4Si3-MP-mp-1198317,4.4348907,Al1Mg4Si3
Al1Mo1.5Nb1.5-MP-mp-1220636,4.4513736,Al1Mo1.5Nb1.5
Al1Mo3-MP-mp-259,0.9865483,Al1Mo3
Al1N1-MP-mp-13178,1.3174722,
Al1N1-MP-mp-1330,5.4690704,
Al1N1-MP-mp-1700,4.8135757,
Al1N1-MP-mp-661,1.6229537,Al1N1
Al1Na1Si1-MP-mp-27335,6.3206654,Al1Na1Si1
Al1Nb1Ni2-MP-mp-4813,0.9684401,Al1Nb1Ni2
Al1Nd1Rh1-MP-mp-1209843,-0.057302162,Al1Nd1Rh1
Al1Ni2Ta1-MP-mp-5921,0.058833897,Al1Ni2Ta1
Al1Ni2Ti1-MP-mp-1217021,-0.15680522,
Al1Ni2Ti1-MP-mp-7187,0.027620316,Al1Ni2Ti1
Al1Ni2V1-MP-mp-10899,0.11234875,Al1Ni2V1
Al1Ni2V1-MP-mp-1228840,0.5444509,
Al1Ni2Zr1-MP-mp-1215308,0.36659196,
Al1Ni2Zr1-MP-mp-3944,0.7436918,Al1Ni2Zr1
Al1Os1-MP-mp-875,0.7796514,Al1Os1
Al1Pd2Y1-MP-mp-1078242,0.24760027,Al1Pd2Y1
Al1Pd2Y1-MP-mp-1093778,0.69546336,
Al1Pd2Zr1-MP-mp-541047,2.8574011,Al1Pd2Zr1
Al1Pr1Rh1-MP-mp-1209554,0.05629766,Al1Pr1Rh1
Al1Pt1-MP-mp-10903,1.0897472,
Al1Pt1-MP-mp-10904,0.027944535,Al1Pt1
Al1Re1-MP-mp-10908,0.7397393,
Al1Re1-MP-mp-1228815,0.18335275,Al1Re1
Al1Sb1-MP-mp-1018100,2.8588088,
Al1Sb1-MP-mp-1023918,0.5103171,
Al1Sb1-MP-mp-1228806,0.96829313,
Al1Sb1-MP-mp-15621,2.2542872,
Al1Sb1-MP-mp-2624,2.7874246,Al1Sb1
Al1Sc3-MP-mp-862259,0.08922388,Al1Sc3
Al1Sc3-MP-mp-978498,-0.808083,
Al1Si1Sr1-MP-mp-3698,3.4141715,Al1Si1Sr1
Al1Th2-MP-mp-1651,0.22861189,Al1Th2
Al1Y1-MP-mp-11228,0.03872624,Al1Y1
Al1Y1-MP-mp-11229,0.19621812,
Al1Y2-MP-mp-11230,0.5651205,Al1Y2
Al1Y3-MP-mp-30338,0.111593194,Al1Y3
Al1Zr3-MP-mp-1188018,0.96764386,
Al1Zr3-MP-mp-1471,1.3683583,
Al20La1V2-MP-mp-1195666,0.13136578,Al20La1V2
Al20Pr1Ti2-MP-mp-1204502,0.27265418,Al20Pr1Ti2
Al20Pr1V2-MP-mp-1204963,-0.12654847,Al20Pr1V2
Al28Ca24O66-MP-mp-530149,-0.46741787,
Al28Ca24O66-MP-mp-532016,-0.2266128,Al28Ca24O66
Al2Au1-MP-mp-2647,0.03711763,Al2Au1
Al2C1Mo3-MP-mp-18093,9.195989,Al2C1Mo3
Al2C1Nb3-MP-mp-1190604,-0.21661806,Al2C1Nb3
Al2C1Ta3-MP-mp-1190760,-0.00939101,Al2C1Ta3
Al2Ca1-MP-mp-2404,0.012967709,Al2Ca1
Al2Ca1Si2-MP-mp-7704,0.11866325,Al2Ca1Si2
Al2Ce1-MP-mp-2088,0.19982451,Al2Ce1
Al2Ce1Pd5-MP-mp-1025445,0.024007127,Al2Ce1Pd5
Al2Cu1-MP-mp-12794,0.3281551,
Al2Cu1-MP-mp-985806,0.0629406,Al2Cu1
Al2Cu1-MP-mp-998,0.49752662,
Al2La1-MP-mp-2694,0.040619105,Al2La1
Al2Lu1-MP-mp-1234,0.22725436,Al2Lu1
Al2Lu1Pd5-MP-mp-1025564,0.28004417,Al2Lu1Pd5
Al2Mg2-MP-mp-1038779,-0.03906265,
Al2Mg2-MP-mp-1038818,6.6547384,
Al2Mg2-MP-mp-1038934,0.874687,
Al2Mg2-MP-mp-1039010,2.083972,
Al2Mg2-MP-mp-1039019,0.38552484,
Al2Mg2-MP-mp-1039141,0.89075464,Al2Mg2
Al2Mg2-MP-mp-1094664,4.7259707,
Al2Mg2-MP-mp-1094987,2.0138426,
Al2N1Nb3-MP-mp-1182706,1.2749739,
Al2N1Nb3-MP-mp-1191953,0.025187016,Al2N1Nb3
Al2Np1Pd5-MP-mp-569227,4.430636,Al2Np1Pd5
Al2Os1-MP-mp-7188,0.2879085,Al2Os1
Al2Pd5Pu1-MP-mp-1091385,0.15802166,Al2Pd5Pu1
Al2Pt1-MP-mp-1502,1.7873902,Al2Pt1
Al2Sc1-MP-mp-813,0.1480502,Al2Sc1
Al2Th1-MP-mp-16720,-0.06471072,
Al2Th1-MP-mp-669,0.23375618,Al2Th1
Al2Th3-MP-mp-2378,0.5234245,
Al2U1-MP-mp-472,0.90285164,
Al2U1-MP-mp-569744,-0.060695946,Al2U1
Al2Y1-MP-mp-2322,0.36166158,Al2Y1
Al2Y3-MP-mp-16723,1.0298322,Al2Y3
Al2Yb1-MP-mp-969,0.05340755,Al2Yb1
Al2Zr1-MP-mp-2772,-0.40043753,
Al3La1Pd2-MP-mp-30815,0.7629031,Al3La1Pd2
Al3Nb1-MP-mp-1842,0.118663885,Al3Nb1
Al3Nd1Pd2-MP-mp-12734,1.0123533,Al3Nd1Pd2
Al3Ni2U1-MP-mp-2903,1.1067437,Al3Ni2U1
Al3Os2-MP-mp-16521,0.7610927,
Al3Pd2U1-MP-mp-4561,1.766348,Al3Pd2U1
Al3Pd4Si1-MP-mp-1228909,0.25150168,Al3Pd4Si1
Al3Ta1-MP-mp-869,0.03500606,Al3Ta1
Al3Th1-MP-mp-1306,0.6798879,Al3Th1
Al3Ti1-MP-mp-1217027,0.75048715,
Al3Ti1-MP-mp-542915,0.13592571,Al3Ti1
Al3Ti1-MP-mp-998981,0.42477447,
Al3Tl1-MP-mp-983584,1.6870573,Al3Tl1
Al3U1-MP-mp-1187755,0.0417604,
Al3U1-MP-mp-1723,0.15110284,Al3U1
Al3V1-MP-mp-1008554,-0.054120064,
Al3V1-MP-mp-2554,0.2707883,Al3V1
Al3Yb1-MP-mp-1259,0.93845594,Al3Yb1
Al3Zr1-MP-mp-1065309,0.56356007,
Al3Zr1-MP-mp-395,-0.4585447,
Al3Zr1-MP-mp-569775,0.29480332,
Al43Nb4Y6-MP-mp-1207860,0.46534473,Al43Nb4Y6
Al43Ta4Y6-MP-mp-1207857,0.13723254,Al43Ta4Y6
Al4C3-MP-mp-1591,-0.039327227,Al4C3
Al4C3-MP-mp-632442,-0.2566861,
Al4C3-MP-mp-743752,1.1329242,
Al4Ca1-MP-mp-1749,0.07679157,Al4Ca1
Al4Cu9-MP-mp-593,2.013137,Al4Cu9
Al4La1-MP-mp-1104765,0.30523914,
Al4La1-MP-mp-21109,-0.4255455,
Al4Np1-MP-mp-16520,-0.070780486,Al4Np1
Al4U1-MP-mp-574122,0.039663136,Al4U1
Al5Mo1-MP-mp-568607,0.07779467,Al5Mo1
Al5Mo1-MP-mp-569049,-0.23585206,
Al5Mo1-MP-mp-571053,0.06163174,
Al5Re24-MP-mp-1192984,3.7409687,Al5Re24
Al6Re1-MP-mp-16528,2.7844691,Al6Re1
As0.25Se0.75Y1-MP-mp-38494,0.9432541,As0.25Se0.75Y1
As0.5In1Te0.5-MP-mp-1223841,1.3017154,
As0.5In1Te0.5-MP-mp-1224061,0.5955701,As0.5In1Te0.5
As1-MP-mp-11,1.719391,As1
As1-MP-mp-1182332,0.7973894,
As1-MP-mp-1238842,1.1293551,
As1-MP-mp-158,1.1130667,
As12Fe4La1-MP-mp-22470,0.262007,As12Fe4La1
As12La1Os4-MP-mp-1105556,3.1366527,As12La1Os4
As12Pr1Ru4-MP-mp-1179919,0.8075847,As12Pr1Ru4
As1C1Nb2-MP-mp-9989,2.1442335,As1C1Nb2
As1Ce1Fe1O1-MP-mp-1079570,0.4133981,
As1Ce1Fe1O1-MP-mp-605060,0.37482068,As1Ce1Fe1O1
As1Co0.25Fe0.75Sm1O1-MP-mp-1219165,0.10661653,As1Co0.25Fe0.75Sm1O1
As1Co0.25Fe0.75Sm1O1-MP-mp-1219200,1.5331616,
As1Co1-MP-mp-15679,0.21425419,
As1Co1-MP-mp-583,0.21333581,As1Co1
As1Co1La1O1-MP-mp-1079008,0.30376562,As1Co1La1O1
As1Co1Sm1O1-MP-mp-1091397,0.46433973,As1Co1Sm1O1
As1Cr1-MP-mp-20717,1.7535659,As1Cr1
As1Cr1-MP-mp-568565,1.4008737,
As1Cu1-MP-mp-12070,0.1263712,As1Cu1
As1Cu1-MP-mp-1246684,-0.02606371,
As1Cu3-MP-mp-1184008,-0.3646447,
As1Cu3-MP-mp-1184017,-0.058158457,
As1Cu3-MP-mp-1245680,0.18670407,
As1Cu3-MP-mp-1246900,-0.9089199,
As1Cu3-MP-mp-1966,2.1950893,As1Cu3
As1Cu3-MP-mp-7634,0.90840644,
As1Cu3-MP-mp-8066,0.8277483,
As1F0.2Fe1Nd1O0.8-MP-mp-698941,7.1711807,As1F0.2Fe1Nd1O0.8
As1F1Fe1Sr1-MP-mp-20807,0.003053874,As1F1Fe1Sr1
As1Fe1Gd1O1-MP-mp-1078679,2.7663617,As1Fe1Gd1O1
As1Fe1La0.5Y0.5O1-MP-mp-1222786,3.1062653,As1Fe1La0.5Y0.5O1
As1Fe1La1O1-MP-mp-20287,9.664721,As1Fe1La1O1
As1Fe1Li1-MP-mp-1008927,2.3683784,
As1Fe1Li1-MP-mp-1018785,1.1436903,
As1Fe1Li1-MP-mp-1101998,5.0204897,
As1Fe1Li1-MP-mp-21471,4.6535273,As1Fe1Li1
As1Fe1Nd1O1-MP-mp-622621,0.158408,As1Fe1Nd1O1
As1Fe1Pr1O1-MP-mp-22491,0.08345415,As1Fe1Pr1O1
As1Fe1Sm1O1-MP-mp-20349,0.23848754,As1Fe1Sm1O1
As1Fe1Tb1O1-MP-mp-1079887,0.16458087,As1Fe1Tb1O1
As1Ga1-MP-mp-10048,2.9324074,
As1Ga1-MP-mp-1059094,1.517103,
As1Ga1-MP-mp-1232355,3.9303215,
As1Ga1-MP-mp-1244899,5.2131877,
As1Ga1-MP-mp-1244999,5.2772093,
As1Ga1-MP-mp-1245074,5.721867,
As1Ga1-MP-mp-1245274,5.550885,
As1Ga1-MP-mp-1245314,5.47838,
